0,50,8.074333,4.99997247e-04
0,100,7.725223,4.99988990e-04
0,150,7.404965,4.99975227e-04
0,200,7.474465,4.99955960e-04
0,250,7.441260,4.99931189e-04
0,300,7.303036,4.99900914e-04
0,350,7.425107,4.99865137e-04
0,400,6.958633,4.99823858e-04
0,450,7.430888,4.99777077e-04
0,500,7.348089,4.99724798e-04
0,550,7.003087,4.99667019e-04
0,600,6.983097,4.99603744e-04
0,650,6.888200,4.99534973e-04
0,700,7.165989,4.99460709e-04
0,750,6.837581,4.99380953e-04
0,800,6.868920,4.99295706e-04
0,850,6.855166,4.99204972e-04
0,900,6.858272,4.99108752e-04
0,950,6.841644,4.99007048e-04
0,1000,6.708896,4.98899864e-04
0,1050,6.722548,4.98787201e-04
0,1100,6.782028,4.98669063e-04
0,1150,6.280583,4.98545453e-04
0,1200,6.426387,4.98416372e-04
0,1250,7.108580,4.98281826e-04
0,1300,6.617126,4.98141816e-04
0,1350,6.966659,4.97996347e-04
0,1400,6.486956,4.97845421e-04
0,1450,6.822407,4.97689043e-04
0,1500,6.223825,4.97527216e-04
0,1550,6.379241,4.97359945e-04
0,1600,6.223277,4.97187233e-04
0,1650,6.469399,4.97009085e-04
0,1700,6.268009,4.96825505e-04
0,1750,6.352273,4.96636497e-04
0,1800,6.118512,4.96442067e-04
0,1850,6.232505,4.96242218e-04
0,1900,6.068507,4.96036957e-04
0,1950,6.318694,4.95826287e-04
0,2000,6.185688,4.95610213e-04
0,2050,6.320943,4.95388743e-04
0,2100,6.068919,4.95161880e-04
0,2150,6.030345,4.94929630e-04
0,2200,6.460144,4.94691999e-04
0,2250,6.115485,4.94448992e-04
0,2300,5.738679,4.94200617e-04
0,2350,6.134607,4.93946878e-04
0,2400,5.813557,4.93687782e-04
0,2450,5.830342,4.93423335e-04
0,2500,5.868299,4.93153544e-04
0,2550,5.964759,4.92878416e-04
0,2600,6.149806,4.92597956e-04
0,2650,5.715220,4.92312173e-04
0,2700,5.915456,4.92021072e-04
0,2750,5.236121,4.91724662e-04
0,2800,5.879475,4.91422948e-04
0,2850,5.735110,4.91115940e-04
0,2900,6.285461,4.90803644e-04
0,2950,6.010225,4.90486067e-04
0,3000,5.396253,4.90163218e-04
0,3050,5.748084,4.89835105e-04
0,3100,5.418530,4.89501735e-04
0,3150,5.630135,4.89163117e-04
0,3200,5.652945,4.88819259e-04
0,3250,4.976927,4.88470170e-04
0,3300,5.411811,4.88115857e-04
0,3350,5.502750,4.87756330e-04
0,3400,5.560773,4.87391597e-04
0,3450,5.492672,4.87021668e-04
0,3500,5.695037,4.86646551e-04
0,3550,5.467893,4.86266256e-04
0,3600,5.859293,4.85880791e-04
0,3650,5.153821,4.85490167e-04
0,3700,5.147681,4.85094393e-04
0,3750,5.431297,4.84693478e-04
0,3800,5.401046,4.84287432e-04
0,3850,5.582977,4.83876266e-04
0,3900,5.387723,4.83459989e-04
0,3950,5.349483,4.83038612e-04
0,4000,5.557491,4.82612145e-04
0,4050,6.358119,4.82180598e-04
0,4100,5.442000,4.81743981e-04
0,4150,4.827603,4.81302307e-04
0,4200,5.229254,4.80855584e-04
0,4250,5.024838,4.80403825e-04
0,4300,5.041563,4.79947040e-04
0,4350,5.280782,4.79485240e-04
0,4400,5.154992,4.79018438e-04
0,4450,5.038529,4.78546643e-04
0,4500,4.966369,4.78069869e-04
0,4550,5.405752,4.77588125e-04
0,4600,5.160045,4.77101425e-04
0,4650,5.526151,4.76609780e-04
0,4700,5.216857,4.76113203e-04
0,4750,5.326610,4.75611704e-04
0,4800,5.022274,4.75105297e-04
0,4850,4.824041,4.74593994e-04
0,4900,4.739512,4.74077808e-04
0,4950,4.896094,4.73556750e-04
0,5000,4.845316,4.73030834e-04
0,5050,4.528708,4.72500073e-04
0,5100,5.105437,4.71964480e-04
0,5150,4.184120,4.71424068e-04
0,5200,5.502795,4.70878849e-04
0,5250,4.654500,4.70328838e-04
0,5300,4.783310,4.69774048e-04
0,5350,4.750670,4.69214492e-04
0,5400,4.884566,4.68650184e-04
0,5450,5.136383,4.68081139e-04
0,5500,4.746768,4.67507369e-04
0,5550,4.235207,4.66928888e-04
0,5600,4.721756,4.66345712e-04
0,5650,4.661469,4.65757854e-04
0,5700,4.293717,4.65165329e-04
0,5750,4.992515,4.64568151e-04
0,5800,5.018828,4.63966334e-04
0,5850,4.616478,4.63359895e-04
0,5900,4.893958,4.62748846e-04
0,5950,4.696637,4.62133204e-04
0,6000,4.923379,4.61512983e-04
0,6050,4.528301,4.60888198e-04
0,6100,5.159923,4.60258866e-04
0,6150,4.042131,4.59625000e-04
0,6200,4.529292,4.58986618e-04
0,6250,3.992849,4.58343733e-04
0,6300,5.111896,4.57696363e-04
0,6350,4.989437,4.57044523e-04
0,6400,4.347997,4.56388228e-04
0,6450,4.250310,4.55727496e-04
0,6500,4.527366,4.55062341e-04
0,6550,4.818294,4.54392781e-04
0,6600,3.997866,4.53718831e-04
0,6650,4.747917,4.53040509e-04
0,6700,4.728460,4.52357831e-04
0,6750,4.059591,4.51670813e-04
0,6800,4.692914,4.50979472e-04
0,6850,4.439255,4.50283826e-04
0,6900,4.520466,4.49583891e-04
0,6950,4.768950,4.48879684e-04
0,7000,4.641838,4.48171223e-04
0,7050,4.571303,4.47458525e-04
0,7100,4.346437,4.46741607e-04
0,7150,3.986570,4.46020487e-04
0,7200,4.695305,4.45295183e-04
0,7250,3.972509,4.44565712e-04
0,7300,4.143039,4.43832093e-04
0,7350,3.470611,4.43094342e-04
